HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava
62	žena	Mnichov	11.5836375	48.1364669	Nìmecko	23.1.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	spokojen	99	74	92	54
42	žena	Mnichov	11.5836375	48.1364669	Nìmecko	23.1.2013	7	1	služební	10150.00	1260.00	200.00	11210.00	spokojen	83	65	99	72
53	žena	Mnichov	11.5836375	48.1364669	Nìmecko	23.1.2013	7	1	služební	10150.00	1260.00	200.00	11210.00	spokojen	88	81	81	62
64	muž	Berlín	13.3908886	52.5176189	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	39	14	24	6
58	muž	Berlín	13.3908886	52.5176189	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	27	14	30	17
30	žena	Berlín	13.3908886	52.5176189	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	13	19	13	36
75	muž	Berlín	13.3908886	52.5176189	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	13	25	29	7
51	muž	Varšava	21.0099069	52.2342533	Polsko	26.1.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	14	11	40	1
80	žena	Drážïany	13.7397044	51.0497456	Nìmecko	26.1.2013	21	3	rekreaèní	91350.00	0.00	200.00	91150.00	prùmìr	57	36	45	100
39	muž	Jihlava	15.5909008	49.3963828	ÈR	26.1.2013	7	3	rekreaèní	30450.00	3780.00	200.00	34030.00	nespokojen	25	9	16	33
48	žena	Drážïany	13.7397044	51.0497456	Nìmecko	26.1.2013	21	4	rekreaèní	121800.00	15120.00	200.00	136720.00	prùmìr	43	57	59	45
22	muž	Drážïany	13.7397044	51.0497456	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	14	15	15	10
81	muž	Praha	14.4212806	50.0874967	ÈR	26.1.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	96	91	99	55
64	muž	Berlín	13.3908886	52.5176189	Nìmecko	26.1.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	30	27	14	8
46	muž	Hradec Králové	15.8353464	50.2100194	ÈR	26.1.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	37	21	39	34
77	žena	Hamburg	10.0043528	53.5498325	Nìmecko	26.1.2013	14	3	rekreaèní	60900.00	0.00	200.00	60700.00	prùmìr	45	33	47	95
62	muž	Plzeò	13.3771556	49.7490406	ÈR	27.1.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	60	66	61	49
52	žena	Plzeò	13.3771556	49.7490406	ÈR	27.1.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	55	34	59	48
41	muž	Drážïany	13.7397044	51.0497456	Nìmecko	27.1.2013	1	2	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	40	13	32	12
21	žena	Plzeò	13.3771556	49.7490406	ÈR	27.1.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	58	60	56	48
51	žena	Drážïany	13.7397044	51.0497456	Nìmecko	27.1.2013	1	4	rekreaèní	5800.00	720.00	200.00	6320.00	nespokojen	28	19	16	34
71	žena	Berlín	13.3908886	52.5176189	Nìmecko	28.1.2013	28	2	služební	81200.00	10080.00	200.00	91080.00	nespokojen	21	10	13	9
66	žena	Drážïany	13.7397044	51.0497456	Nìmecko	29.1.2013	14	1	rekreaèní	20300.00	0.00	200.00	20100.00	prùmìr	48	29	72	100
63	žena	Zlín	17.6700633	49.2280669	ÈR	29.1.2013	14	4	rekreaèní	81200.00	10080.00	200.00	91080.00	prùmìr	50	21	55	97
58	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	29.1.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	47	59	70	51
74	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	29.1.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	prùmìr	56	24	61	94
41	žena	Vídeò	16.3736767	48.2115631	Rakousko	29.1.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	57	32	48	51
21	žena	Mnichov	11.5836375	48.1364669	Nìmecko	30.1.2013	7	1	služební	10150.00	1260.00	200.00	11210.00	spokojen	81	78	81	56
63	muž	Praha	14.4212806	50.0874967	ÈR	30.1.2013	7	2	služební	20300.00	0.00	200.00	20100.00	spokojen	91	76	87	45
58	muž	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	21	3	rekreaèní	91350.00	11340.00	200.00	102490.00	prùmìr	55	21	57	47
52	muž	Jihlava	15.5909008	49.3963828	ÈR	2.2.2013	1	3	rekreaèní	4350.00	540.00	200.00	4690.00	prùmìr	44	22	70	83
25	žena	Vídeò	16.3736767	48.2115631	Rakousko	2.2.2013	21	3	rekreaèní	91350.00	0.00	200.00	91150.00	prùmìr	57	34	55	47
63	muž	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	21	3	rekreaèní	91350.00	11340.00	200.00	102490.00	prùmìr	50	21	60	93
26	žena	Praha	14.4212806	50.0874967	ÈR	2.2.2013	1	2	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	48	31	47	93
35	muž	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	21	3	rekreaèní	91350.00	0.00	200.00	91150.00	prùmìr	55	66	70	50
29	muž	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	21	3	rekreaèní	91350.00	11340.00	200.00	102490.00	prùmìr	49	68	58	99
45	žena	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	31	14	22	3
76	žena	Hamburg	10.0043528	53.5498325	Nìmecko	2.2.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	52	65	58	84
75	muž	Praha	14.4212806	50.0874967	ÈR	2.2.2013	1	2	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	57	67	56	97
68	muž	Kladno	14.1022533	50.1484586	ÈR	2.2.2013	21	3	rekreaèní	91350.00	0.00	200.00	91150.00	prùmìr	57	59	64	96
20	žena	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	21	2	rekreaèní	60900.00	7560.00	200.00	68260.00	prùmìr	48	34	71	93
25	muž	Drážïany	13.7397044	51.0497456	Nìmecko	2.2.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	37	9	29	19
21	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	2.2.2013	21	3	rekreaèní	91350.00	11340.00	200.00	102490.00	prùmìr	60	58	62	49
82	muž	Plzeò	13.3771556	49.7490406	ÈR	3.2.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	59	35	48	52
31	žena	Plzeò	13.3771556	49.7490406	ÈR	3.2.2013	7	1	služební	10150.00	1260.00	200.00	11210.00	prùmìr	48	32	63	45
30	muž	Plzeò	13.3771556	49.7490406	ÈR	3.2.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	48	59	53	52
57	muž	Plzeò	13.3771556	49.7490406	ÈR	3.2.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	60	29	60	48
53	žena	Vídeò	16.3736767	48.2115631	Rakousko	3.2.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	50	35	45	100
65	žena	Žilina	18.7412303	49.2244794	Slovensko	4.2.2013	28	3	služební	121800.00	0.00	200.00	121600.00	spokojen	91	83	95	55
62	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	5.2.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	prùmìr	57	31	53	49
35	muž	Vídeò	16.3736767	48.2115631	Rakousko	5.2.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	51	32	60	83
72	muž	Drážïany	13.7397044	51.0497456	Nìmecko	9.2.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	32	26	14	17
43	žena	Praha	14.4212806	50.0874967	ÈR	9.2.2013	1	2	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	48	29	62	52
38	muž	Ostrava	18.2825511	49.8341497	ÈR	9.2.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	26	17	32	34
54	muž	Praha	14.4212806	50.0874967	ÈR	9.2.2013	1	2	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	42	58	57	82
35	žena	Drážïany	13.7397044	51.0497456	Nìmecko	9.2.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	38	21	15	17
31	žena	Drážïany	13.7397044	51.0497456	Nìmecko	9.2.2013	7	3	rekreaèní	30450.00	3780.00	200.00	34030.00	nespokojen	24	14	38	11
24	muž	Drážïany	13.7397044	51.0497456	Nìmecko	9.2.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	22	18	39	7
31	žena	Praha	14.4212806	50.0874967	ÈR	9.2.2013	1	2	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	44	67	57	94
36	žena	Drážïany	13.7397044	51.0497456	Nìmecko	9.2.2013	1	2	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	56	23	48	100
62	žena	Plzeò	13.3771556	49.7490406	ÈR	9.2.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	13	11	32	6
70	žena	Jihlava	15.5909008	49.3963828	ÈR	9.2.2013	1	3	rekreaèní	4350.00	0.00	200.00	4150.00	prùmìr	46	36	55	52
73	žena	Olomouc	17.2498364	49.5961789	ÈR	9.2.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	30	26	13	9
80	muž	Praha	14.4212806	50.0874967	ÈR	9.2.2013	1	2	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	50	67	61	97
79	žena	Plzeò	13.3771556	49.7490406	ÈR	10.2.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	51	31	55	48
42	muž	Drážïany	13.7397044	51.0497456	Nìmecko	16.2.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	13	18	23	12
60	žena	Praha	14.4212806	50.0874967	ÈR	16.2.2013	1	2	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	55	57	53	52
49	žena	Liberec	15.0663036	50.7709239	ÈR	17.2.2013	7	2	služební	20300.00	2520.00	200.00	22620.00	prùmìr	60	33	62	47
57	žena	Pardubice	15.780415	50.0409775	ÈR	22.2.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	50	60	72	99
41	muž	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	51	24	47	82
21	muž	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	50	33	48	84
20	muž	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	60	30	47	52
24	muž	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	56	32	59	99
44	žena	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	43	66	63	81
19	muž	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	59	31	72	93
65	žena	Nitra	18.0902903	48.3139558	Slovensko	1.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	57	36	57	45
30	muž	Vídeò	16.3736767	48.2115631	Rakousko	7.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	15	16	25	20
70	muž	Praha	14.4212806	50.0874967	ÈR	8.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	55	36	55	51
35	muž	Linec	14.2862742	48.3066489	Rakousko	8.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	41	58	64	48
20	muž	Nitra	18.0902903	48.3139558	Slovensko	8.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	42	34	59	50
41	muž	Linec	14.2862742	48.3066489	Rakousko	9.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	58	59	46	51
79	žena	Linec	14.2862742	48.3066489	Rakousko	9.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	55	30	48	48
57	muž	Plzeò	13.3771556	49.7490406	ÈR	13.3.2013	1	3	služební	4350.00	0.00	0.00	4350.00	spokojen	84	68	95	57
30	muž	Plzeò	13.3771556	49.7490406	ÈR	13.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	99	78	85	72
46	muž	Praha	14.4212806	50.0874967	ÈR	13.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	98	67	96	70
21	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	24	24	16	35
21	žena	Salzburg	13.0475658	47.798095	Rakousko	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	27	18	39	10
27	muž	Nitra	18.0902903	48.3139558	Slovensko	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	21	10	39	34
37	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	14.3.2013	7	1	služební	10150.00	0.00	200.00	9950.00	prùmìr	55	67	64	46
21	muž	Salzburg	13.0475658	47.798095	Rakousko	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	38	23	16	19
20	muž	Salzburg	13.0475658	47.798095	Rakousko	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	27	25	21	1
38	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	14.3.2013	7	4	služební	40600.00	0.00	200.00	40400.00	prùmìr	42	22	64	51
77	žena	Salzburg	13.0475658	47.798095	Rakousko	14.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	24	14	25	4
36	žena	Salzburg	13.0475658	47.798095	Rakousko	14.3.2013	7	1	služební	10150.00	0.00	200.00	9950.00	nespokojen	38	13	21	19
80	muž	Salzburg	13.0475658	47.798095	Rakousko	15.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	52	24	57	83
43	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	45	21	46	47
41	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	3	rekreaèní	4350.00	0.00	0.00	4350.00	prùmìr	50	21	48	48
64	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	49	35	56	50
66	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	29	28	30	34
25	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	53	36	70	98
24	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	53	31	58	94
30	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	57	31	64	98
72	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	54	67	72	48
25	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	49	57	60	46
20	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	51	35	54	52
79	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	nespokojen	40	15	16	34
21	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	51	60	53	98
73	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	45	21	64	49
72	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	42	24	56	50
70	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	58	21	47	97
46	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	43	65	53	93
45	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	58	21	48	49
39	žena	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	60	34	54	82
53	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	50	57	71	100
31	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	41	34	64	49
20	muž	Plzeò	13.3771556	49.7490406	ÈR	15.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	54	23	56	98
21	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	55	35	56	100
70	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	58	68	69	51
30	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	54	21	45	98
21	žena	Vídeò	16.3736767	48.2115631	Rakousko	15.3.2013	1	4	rekreaèní	5800.00	0.00	0.00	5800.00	prùmìr	46	36	58	52
47	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	49	35	72	84
73	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	45	68	59	94
82	muž	Jihlava	15.5909008	49.3963828	ÈR	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	48	57	55	99
30	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	prùmìr	44	65	54	52
41	žena	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	45	22	54	52
70	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	15.3.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	54	31	57	95
36	žena	Vídeò	16.3736767	48.2115631	Rakousko	15.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	53	68	56	100
80	muž	Linec	14.2862742	48.3066489	Rakousko	15.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	53	34	48	49
51	žena	Linec	14.2862742	48.3066489	Rakousko	16.3.2013	7	1	rekreaèní	10150.00	0.00	600.00	9550.00	prùmìr	52	30	59	52
58	muž	Linec	14.2862742	48.3066489	Rakousko	16.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	45	33	56	82
54	žena	Jihlava	15.5909008	49.3963828	ÈR	16.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	42	34	48	83
28	muž	Drážïany	13.7397044	51.0497456	Nìmecko	16.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	46	24	63	94
37	žena	Mnichov	11.5836375	48.1364669	Nìmecko	16.3.2013	7	1	rekreaèní	10150.00	0.00	600.00	9550.00	prùmìr	50	65	54	49
65	muž	Linec	14.2862742	48.3066489	Rakousko	16.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	47	24	58	97
74	žena	Plzeò	13.3771556	49.7490406	ÈR	20.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	83	81	88	72
80	žena	Plzeò	13.3771556	49.7490406	ÈR	20.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	94	91	90	72
58	žena	Ostrava	18.2825511	49.8341497	ÈR	20.3.2013	1	4	služební	5800.00	0.00	0.00	5800.00	spokojen	92	91	87	59
70	muž	Plzeò	13.3771556	49.7490406	ÈR	20.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	90	77	91	60
54	žena	Plzeò	13.3771556	49.7490406	ÈR	20.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	spokojen	99	74	91	59
67	muž	Plzeò	13.3771556	49.7490406	ÈR	20.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	89	76	96	56
60	žena	Hradec Králové	15.8353464	50.2100194	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	24	22	32	33
35	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	59	58	60	84
22	muž	Salzburg	13.0475658	47.798095	Rakousko	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	nespokojen	14	12	14	6
76	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	52	67	45	48
33	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	42	67	71	45
78	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	59	58	70	81
51	muž	Salzburg	13.0475658	47.798095	Rakousko	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	41	67	64	97
39	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	58	60	69	83
20	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	21.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	52	67	69	97
62	žena	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	38	12	14	4
29	muž	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	44	23	71	81
48	muž	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	42	60	60	47
22	žena	Jihlava	15.5909008	49.3963828	ÈR	22.3.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	51	29	62	97
54	žena	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	13	17	30	3
71	žena	Drážïany	13.7397044	51.0497456	Nìmecko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	38	18	14	1
46	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	22.3.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	51	30	45	81
43	muž	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	24	15	16	20
57	muž	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	32	13	13	4
28	žena	Jihlava	15.5909008	49.3963828	ÈR	22.3.2013	1	3	služební	4350.00	0.00	0.00	4350.00	prùmìr	60	59	58	95
25	žena	Ostrava	18.2825511	49.8341497	ÈR	22.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	nespokojen	32	15	29	18
46	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	22.3.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	56	58	69	100
32	žena	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	13	16	25	5
67	žena	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	nespokojen	38	11	27	7
36	žena	Linec	14.2862742	48.3066489	Rakousko	22.3.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	46	22	57	82
32	žena	Mnichov	11.5836375	48.1364669	Nìmecko	23.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	nespokojen	30	18	16	9
26	muž	Linec	14.2862742	48.3066489	Rakousko	23.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	54	58	48	82
20	žena	Liberec	15.0663036	50.7709239	ÈR	23.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	60	65	54	94
58	muž	Vídeò	16.3736767	48.2115631	Rakousko	24.3.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	15	25	37	34
24	žena	Vídeò	16.3736767	48.2115631	Rakousko	24.3.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	13	15	37	4
55	žena	Olomouc	17.2498364	49.5961789	ÈR	26.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	92	92	88	60
29	muž	Olomouc	17.2498364	49.5961789	ÈR	26.3.2013	1	4	služební	5800.00	0.00	0.00	5800.00	spokojen	96	82	86	64
30	muž	Olomouc	17.2498364	49.5961789	ÈR	26.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	86	65	88	46
65	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	27.3.2013	1	2	služební	2900.00	0.00	0.00	2900.00	spokojen	97	92	92	72
58	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	28.3.2013	7	2	služební	20300.00	0.00	200.00	20100.00	prùmìr	52	36	61	52
78	muž	Praha	14.4212806	50.0874967	ÈR	30.3.2013	7	4	rekreaèní	40600.00	0.00	600.00	40000.00	prùmìr	48	22	63	98
74	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	30.3.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	nespokojen	40	22	23	36
24	žena	Hradec Králové	15.8353464	50.2100194	ÈR	30.3.2013	7	4	rekreaèní	40600.00	0.00	600.00	40000.00	prùmìr	59	36	62	47
32	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	30.3.2013	7	1	rekreaèní	10150.00	0.00	600.00	9550.00	prùmìr	56	68	61	50
