HAge	HNationality	HPersons	HRoom	HVisitFrom	HNights	HPrice	HVisitType	WSky	WTempAvg	XEUR
44	PL	2	120	20.2.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	-10.00	25.40
56	SK	1	210	21.2.2013 0:00:00	7	10150.00	Tourist	Sunny	-4.80	25.50
18	CZ	1	110	21.2.2013 0:00:00	1	1450.00	Tourist	Cloudy	-4.80	25.50
35	SK	1	320	22.2.2013 0:00:00	2	2900.00	Business	Sunny	-2.60	25.50
46	GE	3	310	23.2.2013 0:00:00	14	60900.00	Tourist	Cloudy	-4.70	25.50
46	SK	2	310	23.2.2013 0:00:00	7	20300.00	Business	Cloudy	-4.70	25.50
18	SK	3	220	23.2.2013 0:00:00	5	21750.00	Tourist	Cloudy	-4.70	25.50
50	GE	1	110	24.2.2013 0:00:00	21	30450.00	Tourist	Cloudy	-4.70	25.50
59	CZ	2	240	24.2.2013 0:00:00	7	20300.00	Tourist	Cloudy	-4.70	25.50
54	CZ	2	110	24.2.2013 0:00:00	1	2900.00	Tourist	Cloudy	-4.70	25.50
74	PL	3	240	25.2.2013 0:00:00	2	8700.00	Tourist	Sunny	-0.30	25.53
76	CZ	2	130	25.2.2013 0:00:00	1	2900.00	Tourist	Cloudy	-0.30	25.53
34	GE	2	240	26.2.2013 0:00:00	2	5800.00	Tourist	Cloudy	0.70	25.56
67	SK	2	110	1.3.2013 0:00:00	2	5800.00	Business	Rain/Snow	-3.60	25.68
82	PL	2	120	1.3.2013 0:00:00	62	179800.00	Tourist	Sunny	-3.60	25.68
40	CZ	2	320	2.3.2013 0:00:00	7	20300.00	Tourist	Cloudy	-5.20	25.68
29	GE	1	220	4.3.2013 0:00:00	14	20300.00	Tourist	Cloudy	-5.90	25.66
55	CZ	2	230	5.3.2013 0:00:00	2	5800.00	Tourist	Cloudy	-6.30	25.63
67	AT	2	110	5.3.2013 0:00:00	21	60900.00	Tourist	Cloudy	-6.30	25.63
72	CZ	1	220	5.3.2013 0:00:00	4	5800.00	Tourist	Rain/Snow	-6.30	25.63
49	GE	2	240	6.3.2013 0:00:00	21	60900.00	Tourist	Sunny	-1.70	25.57
51	AT	1	230	7.3.2013 0:00:00	14	20300.00	Tourist	Cloudy	-1.20	25.51
58	SK	3	210	8.3.2013 0:00:00	21	91350.00	Tourist	Sunny	-1.30	25.45
60	GE	2	240	8.3.2013 0:00:00	7	20300.00	Tourist	Rain/Snow	-1.30	25.45
19	SK	2	240	8.3.2013 0:00:00	2	5800.00	Business	Rain/Snow	-1.30	25.45
41	CZ	2	240	9.3.2013 0:00:00	2	5800.00	Tourist	Cloudy	3.30	25.45
61	SK	1	120	9.3.2013 0:00:00	2	2900.00	Business	Rain/Snow	3.30	25.45
66	SK	2	210	10.3.2013 0:00:00	21	60900.00	Tourist	Sunny	6.60	25.45
50	CZ	4	130	10.3.2013 0:00:00	9	52200.00	Business	Sunny	6.60	25.45
61	GE	2	230	11.3.2013 0:00:00	4	11600.00	Business	Sunny	1.90	25.55
70	AT	1	110	12.3.2013 0:00:00	2	2900.00	Tourist	Cloudy	-0.90	25.66
32	CZ	2	210	13.3.2013 0:00:00	1	2900.00	Business	Sunny	-2.90	25.63
64	SK	2	230	13.3.2013 0:00:00	2	5800.00	Business	Sunny	-2.90	25.63
47	SK	2	320	13.3.2013 0:00:00	7	20300.00	Tourist	Cloudy	-2.90	25.63
24	SK	1	240	14.3.2013 0:00:00	1	1450.00	Tourist	Cloudy	-1.70	25.61
58	GE	2	110	15.3.2013 0:00:00	21	60900.00	Business	Rain/Snow	1.10	25.57
22	CZ	2	310	16.3.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	-0.20	25.57
38	GE	1	320	17.3.2013 0:00:00	14	20300.00	Tourist	Cloudy	-0.80	25.57
59	CZ	4	320	18.3.2013 0:00:00	1	5800.00	Tourist	Rain/Snow	-1.60	25.62
21	CZ	2	310	18.3.2013 0:00:00	21	60900.00	Tourist	Rain/Snow	-1.60	25.62
18	CZ	1	120	18.3.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	-1.60	25.62
80	SK	1	320	18.3.2013 0:00:00	7	10150.00	Tourist	Sunny	-1.60	25.62
43	GE	2	220	19.3.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	-4.70	25.65
48	GE	1	110	22.3.2013 0:00:00	3	4350.00	Tourist	Sunny	-2.30	25.84
20	SK	4	310	23.3.2013 0:00:00	14	81200.00	Tourist	Rain/Snow	0.60	25.84
31	AT	3	220	24.3.2013 0:00:00	14	60900.00	Tourist	Sunny	0.50	25.84
45	AT	2	210	25.3.2013 0:00:00	14	40600.00	Tourist	Sunny	0.30	25.73
69	CZ	2	230	25.3.2013 0:00:00	15	43500.00	Tourist	Rain/Snow	0.30	25.73
25	CZ	2	120	25.3.2013 0:00:00	2	5800.00	Tourist	Sunny	0.30	25.73
21	SK	2	230	26.3.2013 0:00:00	2	5800.00	Tourist	Cloudy	1.80	25.80
44	SK	2	130	26.3.2013 0:00:00	21	60900.00	Tourist	Sunny	1.80	25.80
22	CZ	1	120	27.3.2013 0:00:00	7	10150.00	Tourist	Sunny	1.70	25.81
67	SK	3	310	1.4.2013 0:00:00	7	30450.00	Tourist	Sunny	0.40	25.73
33	CZ	1	120	1.4.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	0.40	25.73
71	CZ	1	220	1.4.2013 0:00:00	7	10150.00	Tourist	Cloudy	0.40	25.73
75	GE	3	110	3.4.2013 0:00:00	21	91350.00	Tourist	Cloudy	0.40	25.83
26	AT	2	210	3.4.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	0.40	25.83
53	CZ	1	310	3.4.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	0.40	25.83
72	SK	1	310	3.4.2013 0:00:00	7	10150.00	Tourist	Sunny	0.40	25.83
56	CZ	2	220	5.4.2013 0:00:00	7	20300.00	Tourist	Sunny	0.50	25.77
53	CZ	1	110	6.4.2013 0:00:00	7	10150.00	Tourist	Sunny	11.40	25.77
45	CZ	4	240	7.4.2013 0:00:00	7	40600.00	Tourist	Sunny	8.90	25.77
63	CZ	2	240	7.4.2013 0:00:00	2	5800.00	Tourist	Sunny	8.90	25.77
37	SK	4	240	7.4.2013 0:00:00	14	81200.00	Tourist	Sunny	8.90	25.77
45	GE	1	310	7.4.2013 0:00:00	7	10150.00	Tourist	Sunny	8.90	25.77
58	PL	2	230	8.4.2013 0:00:00	14	40600.00	Tourist	Sunny	12.10	25.73
52	CZ	4	120	8.4.2013 0:00:00	2	11600.00	Tourist	Sunny	12.10	25.73
45	CZ	3	110	8.4.2013 0:00:00	1	4350.00	Business	Rain/Snow	12.10	25.73
34	SK	2	120	8.4.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	12.10	25.73
44	GE	2	240	8.4.2013 0:00:00	2	5800.00	Tourist	Cloudy	12.10	25.73
32	GE	1	240	11.4.2013 0:00:00	2	2900.00	Business	Cloudy	5.80	25.93
36	SK	3	110	12.4.2013 0:00:00	5	21750.00	Tourist	Cloudy	3.80	25.86
20	GE	2	120	12.4.2013 0:00:00	1	2900.00	Tourist	Cloudy	3.80	25.86
66	CZ	1	230	12.4.2013 0:00:00	1	1450.00	Tourist	Cloudy	3.80	25.86
61	SK	2	320	12.4.2013 0:00:00	14	40600.00	Tourist	Cloudy	3.80	25.86
42	SK	4	320	14.4.2013 0:00:00	2	11600.00	Business	Rain/Snow	12.20	25.86
47	CZ	2	230	14.4.2013 0:00:00	2	5800.00	Tourist	Sunny	12.20	25.86
63	CZ	2	110	15.4.2013 0:00:00	21	60900.00	Tourist	Sunny	12.20	25.86
72	SK	3	230	16.4.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	7.50	25.87
27	CZ	2	210	18.4.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	10.70	25.88
59	PL	4	310	18.4.2013 0:00:00	7	40600.00	Tourist	Cloudy	10.70	25.88
69	CZ	1	220	19.4.2013 0:00:00	2	2900.00	Tourist	Cloudy	2.50	25.86
37	SK	2	110	20.4.2013 0:00:00	14	40600.00	Tourist	Cloudy	2.60	25.86
57	GE	2	240	20.4.2013 0:00:00	7	20300.00	Tourist	Cloudy	2.60	25.86
48	CZ	1	120	22.4.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	12.50	25.93
40	CZ	1	320	22.4.2013 0:00:00	14	20300.00	Business	Rain/Snow	12.50	25.93
24	CZ	1	210	25.4.2013 0:00:00	2	2900.00	Tourist	Sunny	6.00	25.90
47	CZ	1	310	27.4.2013 0:00:00	7	10150.00	Tourist	Cloudy	13.40	25.74
51	GE	2	230	28.4.2013 0:00:00	2	5800.00	Tourist	Sunny	14.20	25.74
79	GE	2	320	28.4.2013 0:00:00	2	5800.00	Tourist	Cloudy	14.20	25.74
61	SK	2	310	29.4.2013 0:00:00	3	8700.00	Tourist	Cloudy	16.70	25.70
59	SK	2	230	29.4.2013 0:00:00	7	20300.00	Business	Cloudy	16.70	25.70
21	CZ	1	230	30.4.2013 0:00:00	2	2900.00	Tourist	Cloudy	21.90	25.80
66	SK	1	210	30.4.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	21.90	25.80
42	CZ	2	240	1.5.2013 0:00:00	14	40600.00	Tourist	Cloudy	22.40	25.80
38	GE	1	110	1.5.2013 0:00:00	2	2900.00	Tourist	Sunny	22.40	25.80
67	SK	1	120	3.5.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	10.10	25.64
62	CZ	2	210	4.5.2013 0:00:00	7	20300.00	Tourist	Sunny	9.70	25.64
33	CZ	1	240	5.5.2013 0:00:00	7	10150.00	Business	Rain/Snow	9.40	25.64
82	SK	2	310	6.5.2013 0:00:00	2	5800.00	Tourist	Cloudy	16.60	25.69
29	CZ	2	110	7.5.2013 0:00:00	2	5800.00	Tourist	Sunny	17.80	25.75
38	CZ	1	210	7.5.2013 0:00:00	3	4350.00	Business	Rain/Snow	17.80	25.75
81	PL	1	310	7.5.2013 0:00:00	1	1450.00	Tourist	Cloudy	17.80	25.75
52	CZ	1	320	8.5.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	18.70	25.75
18	GE	1	120	8.5.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	18.70	25.75
60	GE	2	230	9.5.2013 0:00:00	14	40600.00	Tourist	Cloudy	15.30	25.79
75	GE	2	320	12.5.2013 0:00:00	14	40600.00	Tourist	Cloudy	7.40	25.81
31	CZ	2	310	13.5.2013 0:00:00	10	29000.00	Tourist	Cloudy	11.20	25.84
19	CZ	4	240	13.5.2013 0:00:00	2	11600.00	Tourist	Sunny	11.20	25.84
78	GE	4	130	14.5.2013 0:00:00	7	40600.00	Tourist	Cloudy	22.70	25.89
66	CZ	2	110	15.5.2013 0:00:00	2	5800.00	Tourist	Sunny	23.70	26.00
46	GE	3	310	16.5.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	20.20	25.98
50	CZ	1	240	19.5.2013 0:00:00	62	89900.00	Tourist	Rain/Snow	23.70	25.99
20	CZ	1	310	19.5.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	23.70	25.99
70	CZ	2	320	20.5.2013 0:00:00	2	5800.00	Tourist	Sunny	24.90	26.12
22	PL	1	130	20.5.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	24.90	26.12
22	SK	1	120	20.5.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	24.90	26.12
53	SK	4	230	21.5.2013 0:00:00	93	539400.00	Business	Cloudy	21.60	26.10
41	GE	2	310	21.5.2013 0:00:00	2	5800.00	Business	Rain/Snow	21.60	26.10
78	AT	1	110	22.5.2013 0:00:00	21	30450.00	Tourist	Cloudy	18.60	26.07
40	GE	2	320	23.5.2013 0:00:00	21	60900.00	Tourist	Sunny	10.50	26.09
49	CZ	2	110	23.5.2013 0:00:00	2	5800.00	Tourist	Cloudy	10.50	26.09
35	CZ	1	210	27.5.2013 0:00:00	1	1450.00	Tourist	Cloudy	14.80	25.96
34	SK	2	240	28.5.2013 0:00:00	14	40600.00	Tourist	Sunny	20.20	25.89
67	SK	2	240	28.5.2013 0:00:00	7	20300.00	Tourist	Cloudy	20.20	25.89
56	SK	1	120	28.5.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	20.20	25.89
80	PL	2	130	29.5.2013 0:00:00	14	40600.00	Tourist	Cloudy	22.70	25.90
63	CZ	1	240	29.5.2013 0:00:00	14	20300.00	Tourist	Cloudy	22.70	25.90
19	SK	2	220	1.6.2013 0:00:00	1	2900.00	Business	Rain/Snow	19.50	25.71
18	CZ	1	210	2.6.2013 0:00:00	7	10150.00	Tourist	Cloudy	12.90	25.71
32	CZ	3	220	2.6.2013 0:00:00	2	8700.00	Tourist	Cloudy	12.90	25.71
40	CZ	1	220	2.6.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	12.90	25.71
78	CZ	2	310	3.6.2013 0:00:00	2	5800.00	Tourist	Cloudy	12.50	25.75
62	GE	1	110	3.6.2013 0:00:00	21	30450.00	Tourist	Cloudy	12.50	25.75
32	SK	2	220	3.6.2013 0:00:00	7	20300.00	Tourist	Cloudy	12.50	25.75
56	SK	3	110	3.6.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	12.50	25.75
22	SK	1	220	3.6.2013 0:00:00	2	2900.00	Tourist	Sunny	12.50	25.75
79	AT	1	230	3.6.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	12.50	25.75
81	SK	1	110	4.6.2013 0:00:00	6	8700.00	Business	Sunny	12.10	25.78
66	SK	2	220	4.6.2013 0:00:00	2	5800.00	Tourist	Cloudy	12.10	25.78
25	SK	2	210	4.6.2013 0:00:00	21	60900.00	Business	Rain/Snow	12.10	25.78
69	CZ	3	130	4.6.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	12.10	25.78
49	GE	4	310	4.6.2013 0:00:00	2	11600.00	Tourist	Cloudy	12.10	25.78
70	SK	1	130	6.6.2013 0:00:00	62	89900.00	Tourist	Sunny	14.20	25.77
39	CZ	1	230	7.6.2013 0:00:00	9	13050.00	Tourist	Sunny	15.60	25.57
20	SK	1	310	7.6.2013 0:00:00	7	10150.00	Tourist	Cloudy	15.60	25.57
27	SK	1	130	8.6.2013 0:00:00	21	30450.00	Tourist	Cloudy	17.10	25.57
21	GE	1	210	8.6.2013 0:00:00	14	20300.00	Tourist	Sunny	17.10	25.57
35	CZ	1	220	8.6.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	17.10	25.57
21	CZ	1	120	9.6.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	20.70	25.57
28	SK	2	120	11.6.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	21.80	25.61
55	CZ	2	310	12.6.2013 0:00:00	1	2900.00	Tourist	Sunny	22.20	25.67
43	CZ	1	110	13.6.2013 0:00:00	1	1450.00	Tourist	Cloudy	19.90	25.73
49	SK	4	240	13.6.2013 0:00:00	7	40600.00	Tourist	Sunny	19.90	25.73
20	PL	1	320	13.6.2013 0:00:00	21	30450.00	Business	Sunny	19.90	25.73
61	GE	2	230	14.6.2013 0:00:00	7	20300.00	Tourist	Cloudy	18.70	25.72
47	GE	1	120	15.6.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	20.80	25.72
73	CZ	1	130	16.6.2013 0:00:00	14	20300.00	Tourist	Sunny	23.40	25.72
18	PL	1	120	16.6.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	23.40	25.72
43	GE	2	240	17.6.2013 0:00:00	21	60900.00	Tourist	Cloudy	22.90	25.73
54	PL	1	210	18.6.2013 0:00:00	2	2900.00	Tourist	Sunny	17.20	25.68
63	CZ	3	310	19.6.2013 0:00:00	21	91350.00	Business	Sunny	18.70	25.68
32	CZ	1	230	20.6.2013 0:00:00	14	20300.00	Tourist	Cloudy	23.10	25.80
20	SK	2	210	23.6.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	23.10	25.82
43	CZ	1	110	23.6.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	23.10	25.82
76	CZ	1	110	23.6.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	23.10	25.82
79	GE	2	110	24.6.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	21.80	25.86
31	CZ	2	110	25.6.2013 0:00:00	2	5800.00	Tourist	Cloudy	23.60	25.80
66	SK	1	110	27.6.2013 0:00:00	7	10150.00	Tourist	Sunny	24.70	25.90
62	GE	2	210	28.6.2013 0:00:00	14	40600.00	Business	Cloudy	22.20	25.95
23	CZ	2	310	28.6.2013 0:00:00	5	14500.00	Business	Rain/Snow	22.20	25.95
40	CZ	1	230	29.6.2013 0:00:00	1	1450.00	Tourist	Cloudy	19.10	25.95
79	PL	2	320	1.7.2013 0:00:00	2	5800.00	Tourist	Sunny	20.20	25.98
62	GE	1	120	1.7.2013 0:00:00	1	1450.00	Business	Cloudy	20.20	25.98
51	CZ	1	210	1.7.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	20.20	25.98
80	GE	1	110	3.7.2013 0:00:00	3	4350.00	Business	Rain/Snow	17.80	26.02
36	SK	2	240	4.7.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	17.80	26.05
68	SK	2	230	4.7.2013 0:00:00	2	5800.00	Tourist	Cloudy	17.80	26.05
74	GE	1	320	4.7.2013 0:00:00	3	4350.00	Tourist	Sunny	17.80	26.05
20	CZ	2	230	4.7.2013 0:00:00	2	5800.00	Tourist	Cloudy	17.80	26.05
46	CZ	2	320	4.7.2013 0:00:00	2	5800.00	Tourist	Sunny	17.80	26.05
29	CZ	2	240	5.7.2013 0:00:00	62	179800.00	Business	Cloudy	17.80	26.05
52	SK	1	310	5.7.2013 0:00:00	2	2900.00	Tourist	Sunny	17.80	26.05
69	CZ	2	230	5.7.2013 0:00:00	7	20300.00	Tourist	Sunny	17.80	26.05
49	CZ	4	230	5.7.2013 0:00:00	14	81200.00	Tourist	Cloudy	17.80	26.05
24	CZ	2	110	8.7.2013 0:00:00	1	2900.00	Tourist	Sunny	24.80	25.95
41	SK	2	110	8.7.2013 0:00:00	7	20300.00	Tourist	Sunny	24.80	25.95
40	PL	1	110	9.7.2013 0:00:00	7	10150.00	Tourist	Sunny	25.10	25.87
34	CZ	4	240	10.7.2013 0:00:00	14	81200.00	Tourist	Cloudy	24.20	25.93
54	SK	1	230	10.7.2013 0:00:00	1	1450.00	Tourist	Sunny	24.20	25.93
61	PL	2	110	10.7.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	24.20	25.93
60	CZ	1	130	11.7.2013 0:00:00	2	2900.00	Tourist	Cloudy	21.30	25.91
23	SK	2	210	12.7.2013 0:00:00	14	40600.00	Tourist	Cloudy	21.10	25.98
80	CZ	2	120	13.7.2013 0:00:00	21	60900.00	Tourist	Cloudy	22.90	25.98
63	GE	2	130	13.7.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	22.90	25.98
51	PL	1	320	16.7.2013 0:00:00	2	2900.00	Tourist	Cloudy	27.10	25.95
56	CZ	1	110	17.7.2013 0:00:00	9	13050.00	Business	Rain/Snow	27.50	25.96
61	SK	1	320	19.7.2013 0:00:00	14	20300.00	Tourist	Sunny	27.90	25.95
38	CZ	1	310	19.7.2013 0:00:00	2	2900.00	Tourist	Sunny	27.90	25.95
18	SK	4	230	19.7.2013 0:00:00	14	81200.00	Tourist	Rain/Snow	27.90	25.95
20	SK	2	310	19.7.2013 0:00:00	2	5800.00	Business	Rain/Snow	27.90	25.95
58	CZ	2	310	19.7.2013 0:00:00	21	60900.00	Tourist	Cloudy	27.90	25.95
65	GE	1	110	20.7.2013 0:00:00	2	2900.00	Business	Sunny	24.30	25.95
41	PL	1	320	21.7.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	23.40	25.95
45	CZ	1	220	21.7.2013 0:00:00	2	2900.00	Tourist	Cloudy	23.40	25.95
47	GE	1	310	23.7.2013 0:00:00	14	20300.00	Tourist	Sunny	20.80	25.98
20	CZ	1	110	24.7.2013 0:00:00	14	20300.00	Tourist	Sunny	17.90	25.93
80	AT	2	130	24.7.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	17.90	25.93
19	CZ	2	130	25.7.2013 0:00:00	7	20300.00	Business	Rain/Snow	19.00	25.95
56	GE	3	110	27.7.2013 0:00:00	2	8700.00	Tourist	Sunny	14.70	25.95
63	CZ	1	120	28.7.2013 0:00:00	8	11600.00	Tourist	Sunny	15.00	25.95
24	CZ	2	110	28.7.2013 0:00:00	21	60900.00	Tourist	Sunny	15.00	25.95
73	GE	1	230	29.7.2013 0:00:00	14	20300.00	Business	Sunny	18.40	25.91
42	AT	2	110	30.7.2013 0:00:00	62	179800.00	Tourist	Cloudy	17.90	25.85
56	CZ	4	310	30.7.2013 0:00:00	14	81200.00	Tourist	Cloudy	17.90	25.85
72	GE	2	120	30.7.2013 0:00:00	2	5800.00	Tourist	Cloudy	17.90	25.85
39	SK	2	130	31.7.2013 0:00:00	14	40600.00	Tourist	Sunny	19.60	25.86
41	CZ	1	230	1.8.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	20.10	25.95
33	PL	2	240	4.8.2013 0:00:00	14	40600.00	Tourist	Sunny	22.80	25.95
24	SK	3	120	4.8.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	22.80	25.95
68	SK	2	220	4.8.2013 0:00:00	21	60900.00	Business	Sunny	22.80	25.95
76	CZ	1	320	5.8.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	22.90	25.93
81	SK	2	220	6.8.2013 0:00:00	1	2900.00	Tourist	Cloudy	22.70	25.92
73	PL	2	120	7.8.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	24.50	25.98
68	CZ	1	230	7.8.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	24.50	25.98
68	CZ	2	120	7.8.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	24.50	25.98
21	CZ	2	110	8.8.2013 0:00:00	21	60900.00	Tourist	Rain/Snow	21.40	25.82
70	CZ	3	110	8.8.2013 0:00:00	1	4350.00	Tourist	Rain/Snow	21.40	25.82
76	SK	1	240	9.8.2013 0:00:00	4	5800.00	Tourist	Cloudy	21.20	25.93
49	SK	1	110	9.8.2013 0:00:00	7	10150.00	Tourist	Sunny	21.20	25.93
53	CZ	3	130	10.8.2013 0:00:00	2	8700.00	Tourist	Sunny	22.10	25.93
22	CZ	2	310	11.8.2013 0:00:00	2	5800.00	Tourist	Sunny	20.20	25.93
34	SK	2	240	11.8.2013 0:00:00	21	60900.00	Business	Rain/Snow	20.20	25.93
44	SK	4	320	11.8.2013 0:00:00	21	121800.00	Tourist	Rain/Snow	20.20	25.93
25	CZ	4	310	11.8.2013 0:00:00	1	5800.00	Tourist	Cloudy	20.20	25.93
19	CZ	1	220	12.8.2013 0:00:00	21	30450.00	Tourist	Sunny	22.60	25.88
61	CZ	3	210	12.8.2013 0:00:00	1	4350.00	Tourist	Cloudy	22.60	25.88
67	CZ	2	110	12.8.2013 0:00:00	14	40600.00	Business	Cloudy	22.60	25.88
57	CZ	2	220	12.8.2013 0:00:00	2	5800.00	Tourist	Sunny	22.60	25.88
54	SK	1	130	12.8.2013 0:00:00	2	2900.00	Tourist	Sunny	22.60	25.88
70	SK	1	130	13.8.2013 0:00:00	2	2900.00	Business	Rain/Snow	17.60	25.88
68	GE	2	220	14.8.2013 0:00:00	7	20300.00	Tourist	Cloudy	16.40	25.82
48	PL	2	130	14.8.2013 0:00:00	62	179800.00	Tourist	Cloudy	16.40	25.82
66	CZ	2	320	14.8.2013 0:00:00	14	40600.00	Tourist	Sunny	16.40	25.82
38	GE	4	320	18.8.2013 0:00:00	5	29000.00	Tourist	Sunny	20.70	25.80
61	SK	2	120	18.8.2013 0:00:00	7	20300.00	Tourist	Cloudy	20.70	25.80
82	CZ	1	220	20.8.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	22.10	25.77
61	CZ	4	310	20.8.2013 0:00:00	21	121800.00	Tourist	Rain/Snow	22.10	25.77
58	SK	3	320	21.8.2013 0:00:00	3	13050.00	Tourist	Sunny	24.00	25.77
19	SK	1	110	21.8.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	24.00	25.77
40	CZ	4	130	21.8.2013 0:00:00	1	5800.00	Tourist	Rain/Snow	24.00	25.77
21	CZ	1	240	22.8.2013 0:00:00	7	10150.00	Tourist	Cloudy	21.10	25.74
53	SK	1	230	22.8.2013 0:00:00	2	2900.00	Tourist	Cloudy	21.10	25.74
23	AT	2	320	24.8.2013 0:00:00	2	5800.00	Tourist	Sunny	22.30	25.66
76	PL	1	240	25.8.2013 0:00:00	2	2900.00	Business	Cloudy	23.40	25.66
55	CZ	1	220	25.8.2013 0:00:00	21	30450.00	Business	Rain/Snow	23.40	25.66
57	AT	3	240	26.8.2013 0:00:00	7	30450.00	Tourist	Cloudy	24.30	25.63
75	CZ	2	120	26.8.2013 0:00:00	7	20300.00	Tourist	Sunny	24.30	25.63
54	PL	1	110	27.8.2013 0:00:00	14	20300.00	Tourist	Sunny	26.90	25.76
31	SK	1	310	27.8.2013 0:00:00	21	30450.00	Tourist	Cloudy	26.90	25.76
74	CZ	1	310	28.8.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	25.50	25.72
62	CZ	2	120	28.8.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	25.50	25.72
64	CZ	2	130	29.8.2013 0:00:00	21	60900.00	Tourist	Sunny	24.90	25.68
21	CZ	2	240	29.8.2013 0:00:00	2	5800.00	Business	Cloudy	24.90	25.68
55	PL	2	230	30.8.2013 0:00:00	7	20300.00	Tourist	Sunny	24.30	25.73
19	SK	1	310	31.8.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	21.80	25.73
80	AT	3	230	1.9.2013 0:00:00	1	4350.00	Business	Rain/Snow	22.30	25.73
31	CZ	1	110	3.9.2013 0:00:00	21	30450.00	Tourist	Cloudy	19.90	25.72
51	CZ	1	310	5.9.2013 0:00:00	9	13050.00	Tourist	Sunny	19.40	25.74
71	AT	1	210	6.9.2013 0:00:00	2	2900.00	Tourist	Cloudy	21.40	25.76
21	GE	1	310	6.9.2013 0:00:00	2	2900.00	Tourist	Cloudy	21.40	25.76
39	CZ	1	230	7.9.2013 0:00:00	2	2900.00	Business	Rain/Snow	22.60	25.76
74	AT	3	210	8.9.2013 0:00:00	1	4350.00	Tourist	Sunny	22.80	25.76
49	CZ	4	320	8.9.2013 0:00:00	2	11600.00	Tourist	Cloudy	22.80	25.76
74	CZ	1	240	9.9.2013 0:00:00	7	10150.00	Tourist	Sunny	26.20	25.83
60	SK	4	210	10.9.2013 0:00:00	14	81200.00	Tourist	Sunny	27.20	25.84
55	PL	1	310	10.9.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	27.20	25.84
46	CZ	1	240	10.9.2013 0:00:00	14	20300.00	Tourist	Sunny	27.20	25.84
29	CZ	1	120	11.9.2013 0:00:00	21	30450.00	Business	Rain/Snow	24.70	25.77
57	CZ	2	310	11.9.2013 0:00:00	14	40600.00	Tourist	Cloudy	24.70	25.77
25	SK	1	110	13.9.2013 0:00:00	21	30450.00	Business	Sunny	14.20	25.77
41	CZ	1	220	13.9.2013 0:00:00	62	89900.00	Business	Rain/Snow	14.20	25.77
63	CZ	1	120	14.9.2013 0:00:00	7	10150.00	Tourist	Sunny	13.40	25.77
18	SK	1	120	15.9.2013 0:00:00	9	13050.00	Business	Cloudy	13.60	25.77
50	CZ	1	320	15.9.2013 0:00:00	93	134850.00	Tourist	Cloudy	13.60	25.77
47	CZ	2	110	16.9.2013 0:00:00	5	14500.00	Tourist	Cloudy	13.40	25.77
54	CZ	3	230	16.9.2013 0:00:00	62	269700.00	Business	Rain/Snow	13.40	25.77
