WDate	WSky	wwind_speed_gust_kmh	wwind_speed_avg_kmh	wwind_dir_deg	wsolar_rad_MJ	wtemp_max_C	wtemp_min_C	wtemp_avg_C	wprecip_mm
22.8.2013	Cloudy	29.9274	6.2751	171.5	6.26	24.9	17.3	21.1	16.764
23.8.2013	Cloudy	29.1229	7.5623	45.8	26.06	27.7	14.9	21.2	0
24.8.2013	Sunny	23.8132	7.8841	136.6	24.86	28.7	14.1	22.3	0
25.8.2013	Cloudy	26.8703	9.654	217.1	23.41	30.1	16.4	23.4	0
26.8.2013	Cloudy	31.0537	8.5277	222.2	20.58	30.8	17.6	24.3	0
27.8.2013	Cloudy	36.2025	11.7457	221.1	21.32	32.6	21.9	26.9	0
28.8.2013	Rain/Snow	21.7215	7.2405	116.1	16.71	30.6	20.9	25.5	0
29.8.2013	Cloudy	20.4343	4.6661	136.6	21.27	31.9	18.7	24.9	0
30.8.2013	Sunny	61.7856	10.6194	190.7	21.55	33.6	17.1	24.3	23.114
31.8.2013	Rain/Snow	21.5606	6.7578	70.4	10.31	26.2	18.4	21.8	21.336
1.9.2013	Rain/Snow	29.1229	5.9533	196.5	18.98	28.1	17.2	22.3	6.35
2.9.2013	Rain/Snow	24.9395	7.8841	220.8	23.09	25.4	13.5	20.1	0
3.9.2013	Cloudy	16.2509	4.1834	231.7	23.6	23.3	12.1	19.9	0
4.9.2013	Cloudy	23.3305	5.7924	234.8	22.69	27.6	11.1	19.7	0
5.9.2013	Sunny	27.5139	8.3668	49	18.47	23.9	14.3	19.4	0
6.9.2013	Cloudy	21.0779	5.4706	159.3	21.2	28.4	13.7	21.4	0
7.9.2013	Rain/Snow	29.6056	7.5623	202.9	18.85	29.9	15.7	22.6	0.508
8.9.2013	Cloudy	29.7665	10.9412	70.7	13.36	25.8	20.9	22.8	0
9.9.2013	Sunny	25.4222	10.6194	192.5	20.7	32.5	19.9	26.2	0
10.9.2013	Rain/Snow	35.7198	12.3893	224.4	19.48	33.8	23.7	27.2	0
11.9.2013	Cloudy	23.6523	6.436	238	13.28	30.8	20.4	24.7	0
12.9.2013	Cloudy	37.8115	9.4931	202.7	18.06	26.7	15.1	20.8	0.254
13.9.2013	Rain/Snow	30.5710	11.263	36.5	19.79	19.5	8.7	14.2	0
14.9.2013	Sunny	22.5260	4.9879	183.3	19.25	21.4	5.1	13.4	0
15.9.2013	Cloudy	19.4689	5.9533	113.2	1.73	15.1	11.4	13.6	17.272
16.9.2013	Cloudy	27.8357	11.7457	30.6	19.17	18.9	8.4	13.4	0
17.9.2013	Cloudy	24.1350	8.2059	106.3	13.33	21.2	7.3	15.2	0
18.9.2013	Cloudy	26.3876	8.5277	168.3	9.74	25.8	14.1	20	2.032
19.9.2013	Cloudy	34.7544	11.263	187.4	12.6	32.1	20	24.9	1.016
20.9.2013	Cloudy	35.7198	13.6765	261.5	8.97	23.3	13.4	18.9	1.016
21.9.2013	Sunny	30.7319	9.3322	222.9	17.82	20.2	7.3	13.7	0
22.9.2013	Sunny	20.1125	5.9533	27.7	17.65	20.7	6.6	13.1	0
23.9.2013	Cloudy	20.1125	6.1142	80.1	18.03	20.8	6.8	13.8	0
24.9.2013	Cloudy	25.1004	7.8841	74.5	17.76	22.5	7.4	14.9	0
25.9.2013	Rain/Snow	22.3651	7.2405	34.8	17.5	22.1	9.6	15.3	0
26.9.2013	Sunny	21.7215	7.4014	64.6	17.49	25.3	9.3	16.9	0
27.9.2013	Sunny	25.1004	7.8841	103	17.14	27.5	8.9	18.5	0
28.9.2013	Rain/Snow	47.1437	13.6765	183.5	14.27	28.6	10.8	20.4	7.366
29.9.2013	Cloudy	27.5139	6.2751	163.1	16.76	20.7	6.9	13.9	2.032
30.9.2013	Cloudy	23.3305	5.9533	147.2	16.39	24	5.1	14.5	0
1.10.2013	Cloudy	36.6852	13.6765	217	10.76	26.3	11.4	19.2	0.254
2.10.2013	Cloudy	22.0433	6.9187	72.7	15.71	26.1	14.4	19.8	0
3.10.2013	Cloudy	26.0658	8.8495	162	6.45	25.3	14.2	19.7	5.08
4.10.2013	Cloudy	22.3651	6.9187	134	4.29	23.6	17.2	19.6	0
5.10.2013	Sunny	31.2146	7.7232	195.4	5.91	26.4	15.1	19.6	0.254
6.10.2013	Cloudy	36.2025	10.7803	241.7	10.57	15.7	4.4	10.8	2.54
7.10.2013	Cloudy	30.2492	9.654	231.5	14.3	21.1	4.8	12	0
8.10.2013	Sunny	25.9049	5.3097	186.7	15.38	25.2	4.8	14.7	0
9.10.2013	Cloudy	19.4689	5.7924	117.3	15.46	22.5	6.7	14.3	0
10.10.2013	Cloudy	21.7215	5.1488	99.8	14.65	23.9	5.3	15.1	0
11.10.2013	Rain/Snow	31.2146	9.8149	115.6	12.32	24.5	9.8	17.8	0
12.10.2013	Cloudy	23.9741	9.9758	224.5	4.19	20.4	7.7	16.2	4.572
13.10.2013	Cloudy	23.1696	5.4706	197.7	14.91	18.2	3	10.2	0
14.10.2013	Cloudy	35.8807	8.3668	69.8	14.04	17.4	2.7	10.9	0
15.10.2013	Cloudy	32.6627	11.9066	190.8	2.56	18.6	6.6	13.6	1.524
16.10.2013	Rain/Snow	35.3980	13.8374	251.6	3.65	11.7	6	9.6	0
17.10.2013	Sunny	31.8582	8.045	227.4	5.48	12.4	1.7	8.1	5.842
18.10.2013	Cloudy	34.9153	9.9758	241.8	3.45	9.6	0.6	5.7	0.254
19.10.2013	Cloudy	37.6506	10.9412	237.8	9.27	12	2.7	7	0
20.10.2013	Cloudy	29.7665	7.4014	206.6	8.13	16.3	0.3	9.1	0
21.10.2013	Rain/Snow	43.6039	14.6419	273.9	10.18	12	-2.4	5.7	0
22.10.2013	Rain/Snow	18.6644	4.827	256	3.64	4.2	-4	0.4	2.54
23.10.2013	Rain/Snow	37.3288	10.4585	307.4	10.22	7.2	-1.8	2.4	0.254
24.10.2013	Rain/Snow	33.7890	9.4931	296.8	8.95	6.2	-2.9	2.1	0
25.10.2013	Rain/Snow	36.8461	14.8028	240.7	11.44	11.1	-3.1	4.6	0
26.10.2013	Cloudy	39.2596	14.481	267.9	8.63	12.9	-0.9	6.5	0
27.10.2013	Cloudy	35.2371	8.3668	212.4	12.17	12.7	-4.2	4.2	0
28.10.2013	Sunny	31.5364	9.9758	60.1	10.58	12.4	-1.9	6	0
29.10.2013	Rain/Snow	20.2734	7.5623	93.4	7.73	14.7	2.5	8.6	0
30.10.2013	Rain/Snow	23.3305	7.5623	137.8	1.61	16.4	9.2	12.2	17.018
31.10.2013	Rain/Snow	43.4430	16.2509	231.3	2.27	17.3	7.1	14.2	23.622
1.11.2013	Rain/Snow	46.1783	15.4464	265.4	1.97	8.6	4.4	7	2.032
2.11.2013	Rain/Snow	24.6177	6.5969	314	4.68	8.3	1.1	4.8	0
3.11.2013	Rain/Snow	25.2613	7.5623	98.6	11.41	11.4	-2.1	4.7	0
4.11.2013	Cloudy	40.5468	17.2163	172.1	6.61	13.6	6.2	4.5	0
5.11.2013	Cloudy	37.1679	12.5502	173.3	1.74	12.2	9.9	4.3	3.048
6.11.2013	Rain/Snow	42.9603	17.8599	258.5	1.43	13.7	0.8	7.9	25.146
7.11.2013	Rain/Snow	33.6281	11.1021	262.3	6.33	6.1	-2.5	1.1	0
8.11.2013	Rain/Snow	37.9724	11.7457	200.6	8.99	8.8	-4.1	3.6	0
9.11.2013	Sunny	54.0624	23.8132	252.9	9.01	14.3	3.9	9.1	0
10.11.2013	Rain/Snow	31.6973	11.9066	265.1	10.22	9.2	-0.2	4.4	0
11.11.2013	Sunny	33.4672	13.3547	245.1	0.87	8.1	-5.4	2.5	4.572
12.11.2013	Cloudy	27.8357	8.5277	308.8	11.65	-0.1	-7.2	-4.3	0
13.11.2013	Cloudy	42.4776	17.5381	215.6	10.05	4.5	-9.2	-2.1	0
14.11.2013	Rain/Snow	41.3513	16.2509	207.6	8.38	9.4	-1.8	3.4	0
15.11.2013	Cloudy	31.0537	10.7803	197.9	6.85	10.2	0	4.9	0
16.11.2013	Cloudy	50.5226	22.526	179.6	0.8	15.8	5	10.7	9.906
17.11.2013	Cloudy	77.8756	28.4793	228.4	1.58	19.7	5.1	12.5	17.78
18.11.2013	Cloudy	52.4534	23.0087	297.6	7.57	5.6	-2.6	2.7	0
19.11.2013	Sunny	19.3080	6.5969	124.3	9.28	6.2	-5.4	0.3	0
20.11.2013	Cloudy	35.7198	13.9983	152.8	6.69	5.9	-0.7	2.9	4.826
21.11.2013	Cloudy	16.2509	5.1488	195.2	2.14	9.3	4.3	6.9	0.762
22.11.2013	Sunny	32.0191	10.9412	294.1	4.6	5.8	-4.5	1.3	0.254
23.11.2013	Cloudy	44.4084	13.5156	330.1	8.93	-4.1	-11	-6.3	0
24.11.2013	Cloudy	26.5485	10.6194	257.4	9.09	-3.2	-13.5	-8.1	0
25.11.2013	Cloudy	41.3513	18.6644	220.6	2.19	-0.7	-6.6	-2.8	0.508
26.11.2013	Cloudy	44.8911	11.1021	290.6	1.99	0.7	-10.1	-2.7	0.254
27.11.2013	Cloudy	27.3530	8.045	305.7	8.77	-2.7	-12.7	-7.6	0
28.11.2013	Cloudy	28.4793	10.1367	233.3	7.86	1	-8.1	-3.9	0
29.11.2013	Cloudy	24.1350	6.5969	131.4	8.69	2.1	-12.4	-3.9	0
30.11.2013	Rain/Snow	27.6748	10.4585	197.5	7.88	10.2	-3.9	2.1	0
1.12.2013	Cloudy	17.2163	5.3097	50.5	7.24	7.7	-4.5	1.4	0
2.12.2013	Cloudy	23.8132	9.0104	103	3.91	6.3	-0.5	2.8	1.524
3.12.2013	Rain/Snow	23.0087	9.4931	154.4	1.48	9.7	2.4	2.9	0.762
4.12.2013	Sunny	45.5347	15.7682	179.1	0.69	12.8	1.6	3.1	1.27
5.12.2013	Sunny	45.2129	22.526	282.8	5.3	1.7	-7.1	3.2	0
6.12.2013	Sunny	24.2959	8.045	326.3	3.65	-6.8	-12.2	-9.1	0
7.12.2013	Cloudy	19.3080	5.4706	237.1	8.24	-6.4	-14.7	-11.3	0
8.12.2013	Sunny	29.9274	8.8495	85.6	1.91	-4.4	-11.4	-6.8	5.588
9.12.2013	Cloudy	48.7527	19.1471	260.1	7.07	-4.9	-21.1	-10.6	0
10.12.2013	Cloudy	48.4309	16.8945	242.4	7.48	-6.6	-24.8	-12.8	0.254
11.12.2013	Cloudy	34.1108	9.3322	282.8	6.98	-6.4	-21.2	-12	1.27
12.12.2013	Rain/Snow	36.2025	10.7803	219.8	5.69	-8.2	-23.7	-14.5	0
13.12.2013	Rain/Snow	23.8132	7.2405	98.4	6.31	0.1	-13.3	-5.2	0.254
14.12.2013	Cloudy	27.6748	12.2284	95.2	2.93	-1.3	-7.4	-2.7	8.128
15.12.2013	Sunny	38.6160	15.7682	277	4.07	-7.2	-14.1	-11	0
16.12.2013	Sunny	28.4793	6.5969	147.2	4.18	-6.3	-15.4	-9.9	1.016
17.12.2013	Sunny	37.8115	18.9862	266.3	6.25	0.4	-9.1	-4.6	0.254
18.12.2013	Sunny	41.5122	12.2284	214.9	7.5	0.9	-12.7	-5.3	0
19.12.2013	Sunny	21.8824	6.1142	106.7	4	4.4	-7.6	-0.8	2.54
20.12.2013	Sunny	28.6402	10.4585	92	1.08	1.7	-2	0.6	7.112
21.12.2013	Sunny	40.8686	9.9758	111.2	1.24	1.4	-2.7	-0.8	4.826
22.12.2013	Rain/Snow	31.3755	9.3322	238	2.53	0.9	-4.4	-1.9	6.604
23.12.2013	Rain/Snow	33.3063	18.3426	268.2	7.38	-3.4	-19.8	-13.2	0
24.12.2013	Sunny	23.6523	9.4931	227.1	8.16	-8	-21.3	-15.7	0
25.12.2013	Sunny	33.6281	16.4118	224.9	2.07	-3.4	-8.2	-5.2	1.524
26.12.2013	Sunny	37.4897	11.7457	231.1	4.64	0.3	-11.1	-4.6	0
27.12.2013	Cloudy	31.0537	10.1367	214.9	6.93	3.9	-10	-1.1	0
28.12.2013	Cloudy	29.9274	10.6194	208.5	7.93	7.9	-2.8	2.4	0
29.12.2013	Cloudy	36.3634	10.9412	308.2	1.34	2	-12.4	-3.3	0.254
30.12.2013	Cloudy	26.3876	6.1142	303.9	6.07	-12.3	-19.7	-15.6	1.016
31.12.2013	Cloudy	26.7094	8.045	236.2	4.5	-11.9	-18.4	-14.4	3.302
